Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Calf Stretch On Box Bilateral,calves,unknown,Beginner,Stretching,"1
Stand on a box. From the standing position, shift your weight onto the balls of one foot.
2
Lower the heels of your feet toward the ground, and hold the position for the duration specified
3
You should feel your calf stretching.



Calves, Leg Exercise, Calves Exercise",https://musclewiki.com/recovery/male/calves/calf-stretch-on-box-bilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-calf-stretch-on-box-bilateral-front.mp4#t=0.1
Calves Stretch Variation One,calves,unknown,Beginner,Stretching,"1
Place the ball of your foot against the wall with your heel on the ground. Place your hands on the wall in front of your shoulders.
2
Keeping your knee straight, slowly lean towards the wall, pause for a few seconds when you feel the stretch extending through your calf muscle.
3
Return to the starting position, and repeat the stretch with your other leg.



Leg Exercise, Calves Exercise, Calves, Fitness Stretch, How To Do A Calves Stretch Variation One, How to do Calves Stretch Variation One, beginner Stretches exercise",https://musclewiki.com/stretches/male/calves/calves-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-1-front.mp4#t=0.1
Calves Stretch Variation Three,calves,unknown,Beginner,Stretching,"1
Balance the balls of your feet on the platform, leaning forward to use the wall to assist with balance. Engage your calves so that your feet are flat before beginning the stretch.
2
Lower the heels of your feet towards the ground and pause, then push through the balls of your feet like you are standing tip toe, pausing at the apex of the stretch.
3
Repeat as necessary.



Leg Exercise, Calves Exercise, Calves, How to do Calves Stretch Variation Three, Fitness Stretch, beginner Stretches exercise, How To Do A Calves Stretch Variation Three",https://musclewiki.com/stretches/male/calves/calves-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-3-front.mp4#t=0.1
Calves Stretch Variation Two,calves,unknown,Beginner,Stretching,"1
With both feet flat on the ground, place one leg in front of your shoulder, your other leg should mirror this position behind your other shoulder. In the starting position both of your knees should be straight.
2
Place the palms of your hands against the wall at shoulder height in front of you, lean towards the wall and bend your front leg at the knee while keeping your back leg straight.
3
Pause at the apex of the stretch and return to the starting position. Switch the position of your legs and repeat.



beginner Stretches exercise, Fitness Stretch, How to do Calves Stretch Variation Two, How To Do A Calves Stretch Variation Two, Leg Exercise, Calves Exercise, Calves",https://musclewiki.com/stretches/male/calves/calves-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-2-front.mp4#t=0.1
Cardio Assault Bike,"chest, quads, glutes, anterior-deltoid",unknown,Novice,Cardio,"1
Adjust seat and handlebar height for comfort and proper posture on the assault bike.
2
Start pedaling with even, controlled motion, maintaining your desired resistance level.
3
Monitor heart rate and intensity; increase or decrease resistance for an effective cardio workout.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/cardio/male/glutes/cardio-assault-bike/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-assault-bike-front.mp4#t=0.1
Cardio Assault Bike Arms Only,chest,unknown,Beginner,Cardio,"1
Adjust seat and handlebar height for comfort and proper posture on the assault bike.
2
Start pedaling with even, controlled motion, maintaining your desired resistance level. Then keep the motion going with only your arms.



Shoulders Exercise, Shoulder Exercise",https://musclewiki.com/cardio/male/chest/cardio-assault-bike-arms-only/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-assault-bike-arms-only-front.mp4#t=0.1
Cardio Band Hammer Curl Jacks,"biceps, gluteus-medius",band,Beginner,Cardio,"1
Stand with a band looped under both feet and the band grasped in both hands.
2
Do a light hop and bring your feet outward while simultaneously flexing the elbows.
3
Bring both feet back together and extend the elbows.



Biceps Exercise, Butt Exercise, Glutes Exercise, Glute Exercise, Arm Exercise, Gluteus Medius Exercise, Bicep Exercise",https://musclewiki.com/cardio/male/biceps/cardio-band-hammer-curl-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-band-hammer-curl-jacks-front.mp4#t=0.1
Cardio Band Press Jacks,"triceps, gluteus-medius, lateral-deltoid, anterior-deltoid",machine,Beginner,Cardio,"1
Stand with the band looped under both feet and the other end of the band in both hands in an overhead press position.
2
Do a light hop and bring both feet outward while pressing the band overhead.



Glutes Exercise, Anterior Deltoid Exercise, Shoulder Exercise, Glute Exercise, Butt Exercise, Gluteus Medius Exercise, Tricep Exercise, Arm Exercise, Lateral Deltoid Exercise, Triceps Exercise, Shoulders Exercise",https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-press-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-band-press-jacks-front.mp4#t=0.1
Cardio Band Reverse Fly Jacks,"gluteus-medius, posterior-deltoid",machine,Beginner,Cardio,"1
Grab the band with a double overhand grip. Bring both feet outward while performing a little hop.
2
As you hop, pull the band apart.



Posterior Deltoid Exercise, Glutes Exercise, Shoulder Exercise, Glute Exercise, Butt Exercise, Gluteus Medius Exercise, Shoulders Exercise",https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-reverse-fly-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-band-reverse-fly-jacks-front.mp4#t=0.1
Cardio Band Seal Jacks,"chest, gluteus-medius",band,Beginner,Cardio,"1
Loop a band around your back. Start with both arms extended at your side.
2
As you perform the jack. Bring both arms together and make a little clap.



Pecs, Glutes Exercise, Pec Exercise, Chest Exercise, Glute Exercise, Butt Exercise, Gluteus Medius Exercise",https://musclewiki.com/cardio/male/gluteus-medius/cardio-band-seal-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-band-seal-jacks-front.mp4#t=0.1
Cardio Box Quick Feet,calves,unknown,Intermediate,Cardio,"1
Stay light on your toes and tap both feet to the ground in quick succession.
2
Move in a square pattern.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-box-quick-feet/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-box-quick-feet-front.mp4#t=0.1
Cardio Criss Cross Jacks,"glutes, calves, gluteus-medius, lateral-deltoid, anterior-deltoid",unknown,Beginner,Cardio,"1
Perform a jumping jack while crossing the feet.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Lateral Deltoid Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Gluteus Medius Exercise, Calves, Shoulders Exercise",https://musclewiki.com/cardio/male/calves/cardio-criss-cross-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-criss-cross-jacks-front.mp4#t=0.1
Cardio Diamond Hop,calves,unknown,Intermediate,Cardio,"1
With both feet, leap forward then back, then to the left, then to the right.
2
Repeat.



Calves, Leg Exercise, Calves Exercise",https://musclewiki.com/cardio/male/calves/cardio-diamond-hop/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-diamond-hop-front.mp4#t=0.1
Cardio Figure Eight Sprint,"quads, hamstrings, glutes, calves",unknown,Intermediate,Cardio,"1
Perform s sprint in a figure eight pattern.
2
Make sure to stay low.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Hamstrings Exercise, Calves, Hamstring Exercise",https://musclewiki.com/cardio/male/calves/cardio-figure-eight-sprint/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-figure-eight-sprint-front.mp4#t=0.1
Cardio Forward Scissor,"quads, glutes, abdominals, lower-abdominals, rectus-femoris",unknown,Beginner,Cardio,"1
Do a light hop and split your stance.
2
Land lightly on your toes, and then bring the opposing leg forward.



Butt Exercise, Lower Abdominals Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Rectus Femoris Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/cardio/male/abdominals/cardio-forward-scissor/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-forward-scissor-front.mp4#t=0.1
Cardio In And Out Forward,"quads, glutes, abdominals, lower-abdominals, rectus-femoris",unknown,Beginner,Cardio,"1
Bring one leg forward and then the other.
2
Bring the original leg backwards and then the other.



Butt Exercise, Lower Abdominals Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Quad Exercise, Quads Exercise, Rectus Femoris Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/cardio/male/abdominals/cardio-in-and-out-forward/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-in-and-out-forward-front.mp4#t=0.1
Cardio In And Outs,"glutes, calves, gluteus-medius",unknown,Intermediate,Cardio,"1
Start in a high plank position with your hands directly under your shoulders, fingers pointing forward, and your body in a straight line from head to heels. Your feet should be together

2
Keeping your core tight and hips stable, simultaneously jump both feet outwards, wider than hip-width apart, landing softly on the balls of your feet

3
Immediately and with control, jump both feet back inwards to the starting plank position, bringing them together again

4
Continue to rapidly jump your feet in and out, maintaining a strong plank throughout the movement. Focus on controlled, quick movements rather than speed that compromises form

5
Repeat for the desired number of repetitions or time interval



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Gluteus Medius Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-in-and-outs/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-in-and-outs-front.mp4#t=0.1
Cardio In In Out Out Shuffle,"glutes, calves, gluteus-medius",unknown,Beginner,Cardio,"1
Start with your feet side by side.
2
Bring one foot laterally, then the other.
3
Return the first foot to its starting position, then the other.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Calves Exercise, Gluteus Medius Exercise, Calves",https://musclewiki.com/cardio/male/calves/cardio-in-in-out-out-shuffle/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-in-in-out-out-shuffle-side.mp4#t=0.1
Cardio Jumping Jacks,"gluteus-medius, lateral-deltoid, anterior-deltoid",bodyweight,Beginner,Cardio,"1
Stand with feet together, arms at your sides, ready to jump.
2
Jump while spreading legs and raising arms overhead.
3
Return to starting position with legs together and arms at your sides. Repeat.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Lateral Deltoid Exercise, Glute Exercise, Gluteus Medius Exercise, Shoulders Exercise",https://musclewiki.com/cardio/male/gluteus-medius/cardio-jumping-jacks/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-jumping-jacks-front.mp4#t=0.1
Cardio Karaoke,"quads, glutes",unknown,Intermediate,Cardio,"1
Stand upright, feet together, facing forward, ready to move laterally.
2
Move right foot behind left, then step left foot to the side.
3
Alternate crossing and stepping, increase speed, maintain rhythm and balance.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/cardio/male/glutes/cardio-karaoke/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-cardio-karaoke-front.mp4#t=0.1
